c1,Ki_1,c2,Ki_2,tid
CC(C(=O)NCc1ccc(C(F)(F)F)nc1Cc1ccccc1)c1ccc(NS(C)(=O)=O)c(F)c1,141,CC(C(=O)NCc1ccc(C(F)(F)F)nc1SC1CCCC1)c1ccc(NS(C)(=O)=O)c(F)c1,1.2,10260
CC(C(=O)NCc1ccc(C(F)(F)F)nc1Cc1ccccc1)c1ccc(NS(C)(=O)=O)c(F)c1,141,CC(C(=O)NCc1ccc(C(F)(F)F)nc1SC1CCCCC1)c1ccc(NS(C)(=O)=O)c(F)c1,0.9,10260
CC(C(=O)NCc1ccc(C(F)(F)F)nc1-c1cc2ccccc2s1)c1ccc(NS(C)(=O)=O)c(F)c1,1,CC(C(=O)NCc1ccc(C(F)(F)F)nc1N(C)S(=O)(=O)c1ccccc1)c1ccc(NS(C)(=O)=O)c(F)c1,399,10260
CC(C(=O)NCc1ccc(C(F)(F)F)nc1-c1ccc2cc[nH]c2c1)c1ccc(NS(C)(=O)=O)c(F)c1,20.3,CCCN(CCC)c1nc(C(F)(F)F)ccc1CNC(=O)C(C)c1ccc(NS(C)(=O)=O)c(F)c1,0.2,10260
CC(C(=O)NCc1ccc(C(F)(F)F)nc1-n1ccnc1)c1ccc(NS(C)(=O)=O)c(F)c1,36.1,CC(C(=O)NCc1ccc(C(F)(F)F)nc1-c1cccs1)c1ccc(NS(C)(=O)=O)c(F)c1,0.3,10260
CC(C(=O)NCc1ccc(C(F)(F)F)nc1-n1ccnc1)c1ccc(NS(C)(=O)=O)c(F)c1,36.1,CCCN(CCC)c1nc(C(F)(F)F)ccc1CNC(=O)C(C)c1ccc(NS(C)(=O)=O)c(F)c1,0.2,10260
CC(C(=O)NCc1ccc(C(F)(F)F)nc1-c1ccoc1)c1ccc(NS(C)(=O)=O)c(F)c1,1.4,CC(C(=O)NCc1ccc(C(F)(F)F)nc1N(C)S(=O)(=O)c1ccccc1)c1ccc(NS(C)(=O)=O)c(F)c1,399,10260
CC(C(=O)NCc1ccc(C(F)(F)F)nc1-c1ccsc1)c1ccc(NS(C)(=O)=O)c(F)c1,2,CC(C(=O)NCc1ccc(C(F)(F)F)nc1N(C)S(=O)(=O)c1ccccc1)c1ccc(NS(C)(=O)=O)c(F)c1,399,10260
CC(C(=O)NCc1ccc(C(F)(F)F)nc1-c1cccs1)c1ccc(NS(C)(=O)=O)c(F)c1,0.3,COc1cc(OC)cc(-c2nc(C(F)(F)F)ccc2CNC(=O)C(C)c2ccc(NS(C)(=O)=O)c(F)c2)c1,58,10260
CC(C(=O)NCc1ccc(C(F)(F)F)nc1-c1cccs1)c1ccc(NS(C)(=O)=O)c(F)c1,0.3,CC(C(=O)NCc1ccc(C(F)(F)F)nc1-c1ccccc1F)c1ccc(NS(C)(=O)=O)c(F)c1,63.3,10260
CC(C(=O)NCc1ccc(C(F)(F)F)nc1-c1cccs1)c1ccc(NS(C)(=O)=O)c(F)c1,0.3,CC(C(=O)NCc1ccc(C(F)(F)F)nc1N(Cc1ccccc1)S(C)(=O)=O)c1ccc(NS(C)(=O)=O)c(F)c1,63,10260
CC(C(=O)NCc1ccc(C(F)(F)F)nc1-c1cccs1)c1ccc(NS(C)(=O)=O)c(F)c1,0.3,CC(C(=O)NCc1ccc(C(F)(F)F)nc1N(C)S(=O)(=O)c1ccccc1)c1ccc(NS(C)(=O)=O)c(F)c1,399,10260
CC(C(=O)NCc1ccc(C(F)(F)F)nc1-c1ccc2c(c1)OCO2)c1ccc(NS(C)(=O)=O)c(F)c1,3.4,CC(C(=O)NCc1ccc(C(F)(F)F)nc1N(C)S(=O)(=O)c1ccccc1)c1ccc(NS(C)(=O)=O)c(F)c1,399,10260
COc1cc(OC)cc(-c2nc(C(F)(F)F)ccc2CNC(=O)C(C)c2ccc(NS(C)(=O)=O)c(F)c2)c1,58,Cc1cc(-c2nc(C(F)(F)F)ccc2CNC(=O)C(C)c2ccc(NS(C)(=O)=O)c(F)c2)ccc1F,0.4,10260
COc1cc(OC)cc(-c2nc(C(F)(F)F)ccc2CNC(=O)C(C)c2ccc(NS(C)(=O)=O)c(F)c2)c1,58,CC(C(=O)NCc1ccc(C(F)(F)F)nc1-c1ccc(F)c(Cl)c1)c1ccc(NS(C)(=O)=O)c(F)c1,0.4,10260
COc1cc(OC)cc(-c2nc(C(F)(F)F)ccc2CNC(=O)C(C)c2ccc(NS(C)(=O)=O)c(F)c2)c1,58,CC(C(=O)NCc1ccc(C(F)(F)F)nc1-c1ccc(C(C)(C)C)cc1)c1ccc(NS(C)(=O)=O)c(F)c1,0.5,10260
COc1cc(OC)cc(-c2nc(C(F)(F)F)ccc2CNC(=O)C(C)c2ccc(NS(C)(=O)=O)c(F)c2)c1,58,CC(C(=O)NCc1ccc(C(F)(F)F)nc1-c1cccc(Cl)c1)c1ccc(NS(C)(=O)=O)c(F)c1,0.5,10260
COc1cc(OC)cc(-c2nc(C(F)(F)F)ccc2CNC(=O)C(C)c2ccc(NS(C)(=O)=O)c(F)c2)c1,58,CCCN(CCC)c1nc(C(F)(F)F)ccc1CNC(=O)C(C)c1ccc(NS(C)(=O)=O)c(F)c1,0.2,10260
COc1cc(OC)cc(-c2nc(C(F)(F)F)ccc2CNC(=O)C(C)c2ccc(NS(C)(=O)=O)c(F)c2)c1,58,CC(C(=O)NCc1ccc(C(F)(F)F)nc1N1CCC(C(F)(F)F)CC1)c1ccc(NS(C)(=O)=O)c(F)c1,0.4,10260
COc1ccc(-c2nc(C(F)(F)F)ccc2CNC(=O)C(C)c2ccc(NS(C)(=O)=O)c(F)c2)cc1OC,25.6,CCCN(CCC)c1nc(C(F)(F)F)ccc1CNC(=O)C(C)c1ccc(NS(C)(=O)=O)c(F)c1,0.2,10260
CC(C(=O)NCc1ccc(C(F)(F)F)nc1-c1ccc(Cl)c(Cl)c1)c1ccc(NS(C)(=O)=O)c(F)c1,0.9,CC(C(=O)NCc1ccc(C(F)(F)F)nc1N(C)S(=O)(=O)c1ccccc1)c1ccc(NS(C)(=O)=O)c(F)c1,399,10260
Cc1cc(-c2nc(C(F)(F)F)ccc2CNC(=O)C(C)c2ccc(NS(C)(=O)=O)c(F)c2)ccc1F,0.4,CC(C(=O)NCc1ccc(C(F)(F)F)nc1-c1ccccc1F)c1ccc(NS(C)(=O)=O)c(F)c1,63.3,10260
Cc1cc(-c2nc(C(F)(F)F)ccc2CNC(=O)C(C)c2ccc(NS(C)(=O)=O)c(F)c2)ccc1F,0.4,CC(C(=O)NCc1ccc(C(F)(F)F)nc1N(Cc1ccccc1)S(C)(=O)=O)c1ccc(NS(C)(=O)=O)c(F)c1,63,10260
Cc1cc(-c2nc(C(F)(F)F)ccc2CNC(=O)C(C)c2ccc(NS(C)(=O)=O)c(F)c2)ccc1F,0.4,CC(C(=O)NCc1ccc(C(F)(F)F)nc1N(C)S(=O)(=O)c1ccccc1)c1ccc(NS(C)(=O)=O)c(F)c1,399,10260
CC(C(=O)NCc1ccc(C(F)(F)F)nc1-c1ccc(F)c(Cl)c1)c1ccc(NS(C)(=O)=O)c(F)c1,0.4,CC(C(=O)NCc1ccc(C(F)(F)F)nc1-c1ccccc1F)c1ccc(NS(C)(=O)=O)c(F)c1,63.3,10260
CC(C(=O)NCc1ccc(C(F)(F)F)nc1-c1ccc(F)c(Cl)c1)c1ccc(NS(C)(=O)=O)c(F)c1,0.4,CC(C(=O)NCc1ccc(C(F)(F)F)nc1N(Cc1ccccc1)S(C)(=O)=O)c1ccc(NS(C)(=O)=O)c(F)c1,63,10260
CC(C(=O)NCc1ccc(C(F)(F)F)nc1-c1ccc(F)c(Cl)c1)c1ccc(NS(C)(=O)=O)c(F)c1,0.4,CC(C(=O)NCc1ccc(C(F)(F)F)nc1N(C)S(=O)(=O)c1ccccc1)c1ccc(NS(C)(=O)=O)c(F)c1,399,10260
CC(C(=O)NCc1ccc(C(F)(F)F)nc1-c1ccc(C(C)(C)C)cc1)c1ccc(NS(C)(=O)=O)c(F)c1,0.5,CC(C(=O)NCc1ccc(C(F)(F)F)nc1-c1ccccc1F)c1ccc(NS(C)(=O)=O)c(F)c1,63.3,10260
CC(C(=O)NCc1ccc(C(F)(F)F)nc1-c1ccc(C(C)(C)C)cc1)c1ccc(NS(C)(=O)=O)c(F)c1,0.5,CC(C(=O)NCc1ccc(C(F)(F)F)nc1N(Cc1ccccc1)S(C)(=O)=O)c1ccc(NS(C)(=O)=O)c(F)c1,63,10260
CC(C(=O)NCc1ccc(C(F)(F)F)nc1-c1ccc(C(C)(C)C)cc1)c1ccc(NS(C)(=O)=O)c(F)c1,0.5,CC(C(=O)NCc1ccc(C(F)(F)F)nc1N(C)S(=O)(=O)c1ccccc1)c1ccc(NS(C)(=O)=O)c(F)c1,399,10260
CC(C(=O)NCc1ccc(C(F)(F)F)nc1-c1ccc(N(C)C)cc1)c1ccc(NS(C)(=O)=O)c(F)c1,3.2,CC(C(=O)NCc1ccc(C(F)(F)F)nc1N(C)S(=O)(=O)c1ccccc1)c1ccc(NS(C)(=O)=O)c(F)c1,399,10260
COc1ccc(-c2nc(C(F)(F)F)ccc2CNC(=O)C(C)c2ccc(NS(C)(=O)=O)c(F)c2)cc1,1,CC(C(=O)NCc1ccc(C(F)(F)F)nc1N(C)S(=O)(=O)c1ccccc1)c1ccc(NS(C)(=O)=O)c(F)c1,399,10260
CC(C(=O)NCc1ccc(C(F)(F)F)nc1-c1cccc(Cl)c1)c1ccc(NS(C)(=O)=O)c(F)c1,0.5,CC(C(=O)NCc1ccc(C(F)(F)F)nc1-c1ccccc1F)c1ccc(NS(C)(=O)=O)c(F)c1,63.3,10260
CC(C(=O)NCc1ccc(C(F)(F)F)nc1-c1cccc(Cl)c1)c1ccc(NS(C)(=O)=O)c(F)c1,0.5,CC(C(=O)NCc1ccc(C(F)(F)F)nc1N(Cc1ccccc1)S(C)(=O)=O)c1ccc(NS(C)(=O)=O)c(F)c1,63,10260
CC(C(=O)NCc1ccc(C(F)(F)F)nc1-c1cccc(Cl)c1)c1ccc(NS(C)(=O)=O)c(F)c1,0.5,CC(C(=O)NCc1ccc(C(F)(F)F)nc1N(C)S(=O)(=O)c1ccccc1)c1ccc(NS(C)(=O)=O)c(F)c1,399,10260
CC(C(=O)NCc1ccc(C(F)(F)F)nc1-c1ccc(Cl)cc1)c1ccc(NS(C)(=O)=O)c(F)c1,0.7,CC(C(=O)NCc1ccc(C(F)(F)F)nc1N(C)S(=O)(=O)c1ccccc1)c1ccc(NS(C)(=O)=O)c(F)c1,399,10260
CC(C(=O)NCc1ccc(C(F)(F)F)nc1-c1ccccc1F)c1ccc(NS(C)(=O)=O)c(F)c1,63.3,CCCN(CCC)c1nc(C(F)(F)F)ccc1CNC(=O)C(C)c1ccc(NS(C)(=O)=O)c(F)c1,0.2,10260
CC(C(=O)NCc1ccc(C(F)(F)F)nc1-c1ccccc1F)c1ccc(NS(C)(=O)=O)c(F)c1,63.3,CC(C(=O)NCc1ccc(C(F)(F)F)nc1N1CCC(C(F)(F)F)CC1)c1ccc(NS(C)(=O)=O)c(F)c1,0.4,10260
CC(C(=O)NCc1ccc(C(F)(F)F)nc1-c1cccc(F)c1)c1ccc(NS(C)(=O)=O)c(F)c1,1.3,CC(C(=O)NCc1ccc(C(F)(F)F)nc1N(C)S(=O)(=O)c1ccccc1)c1ccc(NS(C)(=O)=O)c(F)c1,399,10260
CCCN(CCC)c1nc(C(F)(F)F)ccc1CNC(=O)C(C)c1ccc(NS(C)(=O)=O)c(F)c1,0.2,CC(C(=O)NCc1ccc(C(F)(F)F)nc1N(Cc1ccccc1)S(C)(=O)=O)c1ccc(NS(C)(=O)=O)c(F)c1,63,10260
CCCN(CCC)c1nc(C(F)(F)F)ccc1CNC(=O)C(C)c1ccc(NS(C)(=O)=O)c(F)c1,0.2,CC(C(=O)NCc1ccc(C(F)(F)F)nc1N(C)S(=O)(=O)c1ccccc1)c1ccc(NS(C)(=O)=O)c(F)c1,399,10260
CC(C(=O)NCc1ccc(C(F)(F)F)nc1N1CCC(C(F)(F)F)CC1)c1ccc(NS(C)(=O)=O)c(F)c1,0.4,CC(C(=O)NCc1ccc(C(F)(F)F)nc1N(Cc1ccccc1)S(C)(=O)=O)c1ccc(NS(C)(=O)=O)c(F)c1,63,10260
CC(C(=O)NCc1ccc(C(F)(F)F)nc1N1CCC(C(F)(F)F)CC1)c1ccc(NS(C)(=O)=O)c(F)c1,0.4,CC(C(=O)NCc1ccc(C(F)(F)F)nc1N(C)S(=O)(=O)c1ccccc1)c1ccc(NS(C)(=O)=O)c(F)c1,399,10260
CC(C)CCOc1nc(C(F)(F)F)ccc1CNC(=O)C(C)c1ccc(NS(C)(=O)=O)c(F)c1,0.8,CC(C(=O)NCc1ccc(C(F)(F)F)nc1N(C)S(=O)(=O)c1ccccc1)c1ccc(NS(C)(=O)=O)c(F)c1,399,10260
CC(C(=O)NCc1ccc(C(F)(F)F)nc1OC1CCCC1)c1ccc(NS(C)(=O)=O)c(F)c1,0.9,CC(C(=O)NCc1ccc(C(F)(F)F)nc1N(C)S(=O)(=O)c1ccccc1)c1ccc(NS(C)(=O)=O)c(F)c1,399,10260
CC(C(=O)NCc1ccc(C(F)(F)F)nc1OCc1ccc(F)cc1)c1ccc(NS(C)(=O)=O)c(F)c1,2.5,CC(C(=O)NCc1ccc(C(F)(F)F)nc1N(C)S(=O)(=O)c1ccccc1)c1ccc(NS(C)(=O)=O)c(F)c1,399,10260
CC(C(=O)NCc1ccc(C(F)(F)F)nc1SC1CCCC1)c1ccc(NS(C)(=O)=O)c(F)c1,1.2,CC(C(=O)NCc1ccc(C(F)(F)F)nc1N(C)S(=O)(=O)c1ccccc1)c1ccc(NS(C)(=O)=O)c(F)c1,399,10260
CC(C(=O)NCc1ccc(C(F)(F)F)nc1SC1CCCCC1)c1ccc(NS(C)(=O)=O)c(F)c1,0.9,CC(C(=O)NCc1ccc(C(F)(F)F)nc1N(C)S(=O)(=O)c1ccccc1)c1ccc(NS(C)(=O)=O)c(F)c1,399,10260
CCCCCc1nc(C(F)(F)F)ccc1CNC(=O)C(C)c1ccc(NS(C)(=O)=O)c(F)c1,1,CC(C(=O)NCc1ccc(C(F)(F)F)nc1N(C)S(=O)(=O)c1ccccc1)c1ccc(NS(C)(=O)=O)c(F)c1,399,10260
CCOCCOc1nc(C(F)(F)F)ccc1CNC(=O)C(C)c1ccc(NS(C)(=O)=O)c(F)c1,50,CCCCOc1nc(C(F)(F)F)ccc1CNC(=O)C(C)c1ccc(NS(C)(=O)=O)c(F)c1,0.3,10260
COCCOc1nc(C(F)(F)F)ccc1CNC(=O)C(C)c1ccc(NS(C)(=O)=O)c(F)c1,49,CCCCOc1nc(C(F)(F)F)ccc1CNC(=O)C(C)c1ccc(NS(C)(=O)=O)c(F)c1,0.3,10260
CC1CCC(Sc2nc(C(F)(F)F)ccc2CNC(=O)C(C)c2ccc(NS(C)(=O)=O)c(F)c2)CC1,0.5,CC(C(=O)NCc1ccc(C(F)(F)F)nc1SCCC(=O)N1CCCC1)c1ccc(NS(C)(=O)=O)c(F)c1,85,10260
CC(C(=O)NCc1ccc(C(F)(F)F)nc1SCCC(=O)N1CCCC1)c1ccc(NS(C)(=O)=O)c(F)c1,85,CC(C)CCSc1nc(C(F)(F)F)ccc1CNC(=O)C(C)c1ccc(NS(C)(=O)=O)c(F)c1,0.7,10260
CC(C(=O)NCc1ccc(C(F)(F)F)nc1SCCC(=O)N1CCCC1)c1ccc(NS(C)(=O)=O)c(F)c1,85,CCCCSc1nc(C(F)(F)F)ccc1CNC(=O)C(C)c1ccc(NS(C)(=O)=O)c(F)c1,0.7,10260
CC(C)CCCc1nc(C(F)(F)F)ccc1CNC(=O)C(C)c1ccc(NS(C)(=O)=O)c(F)c1,0.9,CC(C(=O)NCc1ccc(C(F)(F)F)nc1Cc1ccccc1)c1ccc(NS(C)(=O)=O)c(F)c1,141,10260
CC(C(=O)NCc1ccc(C(F)(F)F)nc1CCC(C)(C)C)c1ccc(NS(C)(=O)=O)c(F)c1,0.6,CC(C(=O)NCc1ccc(C(F)(F)F)nc1Cc1ccccc1)c1ccc(NS(C)(=O)=O)c(F)c1,141,10260
Cc1ccc(CCc2nc(C(F)(F)F)ccc2CNC(=O)C(C)c2ccc(NS(C)(=O)=O)c(F)c2)cc1,0.6,CC(C(=O)NCc1ccc(C(F)(F)F)nc1Cc1ccccc1)c1ccc(NS(C)(=O)=O)c(F)c1,141,10260
CC(C(=O)NCc1ccc(C(F)(F)F)nc1CCc1ccccc1)c1ccc(NS(C)(=O)=O)c(F)c1,1.4,CC(C(=O)NCc1ccc(C(F)(F)F)nc1Cc1ccccc1)c1ccc(NS(C)(=O)=O)c(F)c1,141,10260
CC(C(=O)NCc1ccc(C(F)(F)F)nc1Cc1ccccc1)c1ccc(NS(C)(=O)=O)c(F)c1,141,CCCCCc1nc(C(F)(F)F)ccc1CNC(=O)C(C)c1ccc(NS(C)(=O)=O)c(F)c1,1,10260
CC1CCN(c2nc(C(F)(F)F)ccc2CNC(=O)Nc2cccc3nccnc23)CC1,48.1,CC1CCN(c2nc(C(F)(F)F)ccc2CNC(=O)Nc2cccc3cnccc23)CC1,0.11,10260
CC1CCN(c2nc(C(F)(F)F)ccc2CNC(=O)Nc2cccc3nccnc23)CC1,48.1,CC1CCN(c2nc(C(F)(F)F)ccc2CNC(=O)Nc2cccc3ccncc23)CC1,0.4,10260
CC1CCN(c2nc(C(F)(F)F)ccc2CNC(=O)Nc2cccc3ncccc23)CC1,0.7,CC1CCN(c2nc(C(F)(F)F)ccc2CNC(=O)Nc2cccc3cccnc23)CC1,91.6,10260
CC1CCN(c2nc(C(F)(F)F)ccc2CNC(=O)Nc2cccc3cnccc23)CC1,0.11,CC1CCN(c2nc(C(F)(F)F)ccc2CNC(=O)Nc2cccc3cccnc23)CC1,91.6,10260
CC1CCN(c2nc(C(F)(F)F)ccc2CNC(=O)Nc2cccc3ccncc23)CC1,0.4,CC1CCN(c2nc(C(F)(F)F)ccc2CNC(=O)Nc2cccc3cccnc23)CC1,91.6,10260
CC1CCN(c2nc(-c3ccc(F)cc3)ccc2CNC(=O)C(C)c2ccc(NS(C)(=O)=O)c(F)c2)CC1,59,CC1CCN(c2nc(C(F)(F)Cl)ccc2CNC(=O)C(C)c2ccc(NS(C)(=O)=O)c(F)c2)CC1,0.3,10260
CC1CCN(c2nc(C(F)(F)Cl)ccc2CNC(=O)C(C)c2ccc(NS(C)(=O)=O)c(F)c2)CC1,0.3,Cc1ccc(CNC(=O)C(C)c2ccc(NS(C)(=O)=O)c(F)c2)c(N2CCC(C)CC2)n1,72.1,10260
CS(=O)(=O)Nc1ccc(C(C(=O)NCc2ccc(C(F)(F)F)nc2SC2CCCCC2)C2CCCC2)cc1F,103,CC(C(=O)NCc1ccc(C(F)(F)F)nc1SC1CCCCC1)c1ccc(NS(C)(=O)=O)c(F)c1,0.9,10260
CC1CCN(c2nc(C(F)(F)F)ccc2CNC(=O)C(Cc2ccc(F)cc2)c2ccc(NS(C)(=O)=O)c(F)c2)CC1,49.3,Cc1cccc(C(C(=O)NCc2ccc(C(F)(F)F)nc2N2CCC(C)CC2)c2ccc(NS(C)(=O)=O)c(F)c2)c1,0.175,10260
CC1CCN(c2nc(C(F)(F)F)ccc2CNC(=O)C(Cc2ccccc2)c2ccc(NS(C)(=O)=O)c(F)c2)CC1,65.9,Cc1cccc(C(C(=O)NCc2ccc(C(F)(F)F)nc2N2CCC(C)CC2)c2ccc(NS(C)(=O)=O)c(F)c2)c1,0.175,10260
Cc1cccc(C(C(=O)NCc2ccc(C(F)(F)F)nc2N2CCC(C)CC2)c2ccc(NS(C)(=O)=O)c(F)c2)c1,0.175,Cc1ccccc1C(C(=O)NCc1ccc(C(F)(F)F)nc1N1CCC(C)CC1)c1ccc(NS(C)(=O)=O)c(F)c1,42.9,10260
Cc1cccc(C(C(=O)NCc2ccc(C(F)(F)F)nc2N2CCC(C)CC2)c2ccc(NS(C)(=O)=O)c(F)c2)c1,0.175,CC1CCN(c2nc(C(F)(F)F)ccc2CNC(=O)C(c2ccc(NS(C)(=O)=O)c(F)c2)C2CCCCC2)CC1,31.1,10260
Cc1cccc(C(C(=O)NCc2ccc(C(F)(F)F)nc2N2CCC(C)CC2)c2ccc(NS(C)(=O)=O)c(F)c2)c1,0.175,CC1CCN(c2nc(C(F)(F)F)ccc2CNC(=O)C(c2ccc(NS(C)(=O)=O)c(F)c2)C2CCCC2)CC1,88.7,10260
Cc1cccc(C(C(=O)NCc2ccc(C(F)(F)F)nc2SC2CCCCC2)c2ccc(NS(C)(=O)=O)c(F)c2)c1,56.4,Cc1cccc(C(C(=O)NCc2ccc(C(F)(F)F)nc2N2CCC(C)CC2)c2ccc(NS(C)(=O)=O)c(F)c2)c1,0.175,10260
CC(C(=O)NCc1ccc(C(F)(F)F)cc1SC1CCCC1)c1ccc(NS(C)(=O)=O)c(F)c1,0.165,CC(C(=O)NCc1ccc(C(F)(F)F)cc1-c1cccnc1)c1ccc(NS(C)(=O)=O)c(F)c1,59.4,10260
CC(C(=O)NCc1ccc(C(F)(F)F)cc1SC1CCCC1)c1ccc(NS(C)(=O)=O)c(F)c1,0.165,CC(C(=O)NCc1ccc(C(F)(F)F)cc1F)c1ccc(NS(C)(=O)=O)c(F)c1,68.7,10260
CC(C(=O)NCc1ccc(C(F)(F)F)cc1C1CCCCC1)c1ccc(NS(C)(=O)=O)c(F)c1,0.6,CC(C(=O)NCc1ccc(C(F)(F)F)cc1F)c1ccc(NS(C)(=O)=O)c(F)c1,68.7,10260
CC(C(=O)NCc1ccc(C(F)(F)F)cc1-c1ccc(F)c(Cl)c1)c1ccc(NS(C)(=O)=O)c(F)c1,0.6,CC(C(=O)NCc1ccc(C(F)(F)F)cc1F)c1ccc(NS(C)(=O)=O)c(F)c1,68.7,10260
CC(C(=O)NCc1ccc(C(F)(F)F)cc1-c1cccnc1)c1ccc(NS(C)(=O)=O)c(F)c1,59.4,CC(C(=O)NCc1ccc(C(F)(F)F)cc1N1CCC(C(F)(F)F)CC1)c1ccc(NS(C)(=O)=O)c(F)c1,0.4,10260
CC(C(=O)NCc1ccc(C(F)(F)F)cc1-c1cccnc1)c1ccc(NS(C)(=O)=O)c(F)c1,59.4,CCCN(CCC)c1cc(C(F)(F)F)ccc1CNC(=O)C(C)c1ccc(NS(C)(=O)=O)c(F)c1,0.3,10260
CC(C(=O)NCc1ccc(C(F)(F)F)cc1-c1cccnc1)c1ccc(NS(C)(=O)=O)c(F)c1,59.4,CCCCCc1cc(C(F)(F)F)ccc1CNC(=O)C(C)c1ccc(NS(C)(=O)=O)c(F)c1,0.4,10260
CC(C(=O)NCc1ccc(C(F)(F)F)cc1-c1cccnc1)c1ccc(NS(C)(=O)=O)c(F)c1,59.4,CC(C)CCOc1cc(C(F)(F)F)ccc1CNC(=O)C(C)c1ccc(NS(C)(=O)=O)c(F)c1,0.5,10260
CC(C(=O)NCc1ccc(C(F)(F)F)cc1-c1cccnc1)c1ccc(NS(C)(=O)=O)c(F)c1,59.4,CC(C(=O)NCc1ccc(C(F)(F)F)cc1SCc1ccccc1)c1ccc(NS(C)(=O)=O)c(F)c1,0.5,10260
CC(C(=O)NCc1ccc(C(F)(F)F)cc1-c1cccnc1)c1ccc(NS(C)(=O)=O)c(F)c1,59.4,CC(C(=O)NCc1ccc(C(F)(F)F)cc1SC1CCCCC1)c1ccc(NS(C)(=O)=O)c(F)c1,0.5,10260
CC(C(=O)NCc1ccc(C(F)(F)F)cc1-c1cccnc1)c1ccc(NS(C)(=O)=O)c(F)c1,59.4,CC(C(=O)NCc1ccc(C(F)(F)F)cc1OCc1ccc(F)cc1)c1ccc(NS(C)(=O)=O)c(F)c1,0.5,10260
CCCN(CCC)c1cc(C(F)(F)F)ccc1CNC(=O)C(C)c1ccc(NS(C)(=O)=O)c(F)c1,0.3,CC(C(=O)NCc1ccc(C(F)(F)F)cc1F)c1ccc(NS(C)(=O)=O)c(F)c1,68.7,10260
CCCCCc1cc(C(F)(F)F)ccc1CNC(=O)C(C)c1ccc(NS(C)(=O)=O)c(F)c1,0.4,CC(C(=O)NCc1ccc(C(F)(F)F)cc1F)c1ccc(NS(C)(=O)=O)c(F)c1,68.7,10260
CC(C(=O)NCc1ccc(C(F)(F)F)cc1OC1CCCC1)c1ccc(NS(C)(=O)=O)c(F)c1,0.6,CC(C(=O)NCc1ccc(C(F)(F)F)cc1F)c1ccc(NS(C)(=O)=O)c(F)c1,68.7,10260
CC(C)CCOc1cc(C(F)(F)F)ccc1CNC(=O)C(C)c1ccc(NS(C)(=O)=O)c(F)c1,0.5,CC(C(=O)NCc1ccc(C(F)(F)F)cc1F)c1ccc(NS(C)(=O)=O)c(F)c1,68.7,10260
CC(C(=O)NCc1ccc(C(F)(F)F)cc1F)c1ccc(NS(C)(=O)=O)c(F)c1,68.7,CC(C(=O)NCc1ccc(C(F)(F)F)cc1SCc1ccccc1)c1ccc(NS(C)(=O)=O)c(F)c1,0.5,10260
CC(C(=O)NCc1ccc(C(F)(F)F)cc1F)c1ccc(NS(C)(=O)=O)c(F)c1,68.7,CC(C(=O)NCc1ccc(C(F)(F)F)cc1SC1CCCCC1)c1ccc(NS(C)(=O)=O)c(F)c1,0.5,10260
CC(C(=O)NCc1ccc(C(F)(F)F)cc1F)c1ccc(NS(C)(=O)=O)c(F)c1,68.7,CC(C(=O)NCc1ccc(C(F)(F)F)cc1OCc1ccc(F)cc1)c1ccc(NS(C)(=O)=O)c(F)c1,0.5,10260
CCCCCCn1nc(C(C)(C)C)cc1CNC(=O)C(C)c1ccc(NS(C)(=O)=O)c(F)c1,38.95,CC(C(=O)NCc1cc(C(C)(C)C)nn1-c1cccc(Cl)c1)c1ccc(NS(C)(=O)=O)c(F)c1,0.3,10260
CCCCCn1nc(C(C)(C)C)cc1CNC(=O)C(C)c1ccc(NS(C)(=O)=O)c(F)c1,50.2,CC(C(=O)NCc1cc(C(C)(C)C)nn1-c1cccc(Cl)c1)c1ccc(NS(C)(=O)=O)c(F)c1,0.3,10260
CCCCCn1nc(C(C)(C)C)cc1CNC(=O)C(C)c1ccc(NS(C)(=O)=O)c(F)c1,50.2,CC(C(=O)NCc1cc(C(C)(C)C)nn1-c1ccc(F)c(Cl)c1)c1ccc(NS(C)(=O)=O)c(F)c1,0.5,10260
CC(C(=O)NCc1cc(C(C)(C)C)nn1-c1ccc(C(C)(C)C)cc1)c1ccc(NS(C)(=O)=O)c(F)c1,75.2,CC(C(=O)NCc1cc(C(C)(C)C)nn1-c1cccc(Cl)c1)c1ccc(NS(C)(=O)=O)c(F)c1,0.3,10260
CC(C(=O)NCc1cc(C(C)(C)C)nn1-c1ccc(C(C)(C)C)cc1)c1ccc(NS(C)(=O)=O)c(F)c1,75.2,CC(C(=O)NCc1cc(C(C)(C)C)nn1-c1ccc(F)c(Cl)c1)c1ccc(NS(C)(=O)=O)c(F)c1,0.5,10260
CCCCCCn1nc(C(C)(C)C)cc1CNC(=O)[C@@H](C)c1ccc(NS(C)(=O)=O)c(F)c1,27.7,C[C@H](C(=O)NCc1cc(C(C)(C)C)nn1-c1cccc(Cl)c1)c1ccc(NS(C)(=O)=O)c(F)c1,0.07,10260
CCCCCCn1nc(C(C)(C)C)cc1CNC(=O)[C@@H](C)c1ccc(NS(C)(=O)=O)c(F)c1,27.7,C[C@H](C(=O)NCc1cc(C(C)(C)C)nn1-c1ccc(F)c(Cl)c1)c1ccc(NS(C)(=O)=O)c(F)c1,0.1,10260
